,Image,Distance,Target (y/n)
0,image_0020.jpg,0.0,y
1,image_0773.jpg,83.68417247480906,n
2,image_1316.jpg,85.07129050791332,n
3,image_1078.jpg,85.69250113542421,n
4,image_0724.jpg,86.1855674858145,n
5,image_0683.jpg,86.2363928037172,n
